antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,A_id,B_id,phi,p_value,abs_phi,abs_loglift,p_fdr,fdr_sig,domA,domB
frozenset({'MathA_12_r'}),frozenset({'MathA_10_r'}),0.3125,0.3350694444444444,0.1371527777777778,0.43888888888888894,1.3098445595854924,1.0,0.03244357638888891,1.1850247524752475,0.3440736478711164,0.2687074829931973,0.15613577023498706,0.42410765687967766,MathA_12_r,MathA_10_r,0.14828997845744538,0.00029892437177703673,0.14828997845744538,0.2699084733678169,0.0012597527096317976,True,図形,量と測定
frozenset({'MathA_10_r'}),frozenset({'MathA_12_r'}),0.3350694444444444,0.3125,0.1371527777777778,0.4093264248704664,1.3098445595854924,1.0,0.03244357638888891,1.1639254385964914,0.3557523878771856,0.2687074829931973,0.14083843617522385,0.42410765687967766,MathA_10_r,MathA_12_r,0.14828997845744538,0.00029892437177703673,0.14828997845744538,0.2699084733678169,0.0012597527096317976,True,量と測定,図形
frozenset({'MathB_10_r'}),frozenset({'MathB_12_na'}),0.3489583333333333,0.203125,0.08159722222222222,0.2338308457711443,1.1511672407194795,1.0,0.010715060763888895,1.0400771103896105,0.20170212765957457,0.1734317343173432,0.038532826065749703,0.317770123740273,MathB_10_r,MathB_12_na,0.05587617499889284,0.10944639297982713,0.05587617499889284,0.14077641954911793,0.11740613065108728,False,数と計算,図形
frozenset({'MathB_12_na'}),frozenset({'MathB_10_r'}),0.203125,0.3489583333333333,0.08159722222222222,0.4017094017094017,1.1511672407194797,1.0,0.010715060763888895,1.088169642857143,0.1647893199833126,0.1734317343173432,0.08102564102564107,0.317770123740273,MathB_12_na,MathB_10_r,0.05587617499889284,0.10944639297982713,0.05587617499889284,0.14077641954911813,0.11740613065108728,False,図形,数と計算
frozenset({'MathB_12_na'}),frozenset({'MathB_08_na'}),0.203125,0.2916666666666667,0.07291666666666667,0.358974358974359,1.2307692307692306,1.0,0.013671875,1.105,0.2352941176470588,0.17283950617283952,0.09502262443438912,0.3044871794871795,MathB_12_na,MathB_08_na,0.07476340109438148,0.04788710221910659,0.07476340109438148,0.20763936477824438,0.07118129981552354,False,図形,図形
frozenset({'MathB_08_na'}),frozenset({'MathB_12_na'}),0.2916666666666667,0.203125,0.07291666666666667,0.25,1.2307692307692308,1.0,0.013671875,1.0625,0.2647058823529412,0.17283950617283952,0.058823529411764705,0.3044871794871795,MathB_08_na,MathB_12_na,0.07476340109438148,0.04788710221910659,0.07476340109438148,0.20763936477824455,0.07118129981552354,False,図形,図形
frozenset({'MathB_02_r'}),frozenset({'MathB_12_na'}),0.3993055555555556,0.203125,0.06944444444444445,0.17391304347826086,0.8561872909698997,1.0,-0.011664496527777776,0.9646381578947368,-0.21852060982495763,0.13029315960912052,-0.03665814151747656,0.2578966926793014,MathB_02_r,MathB_12_na,-0.05919836661736021,0.09364304734361263,0.05919836661736021,0.15526612891112396,0.10845252523018806,False,図形,図形
frozenset({'MathB_12_na'}),frozenset({'MathB_02_r'}),0.203125,0.3993055555555556,0.06944444444444445,0.3418803418803419,0.8561872909698997,1.0,-0.011664496527777776,0.9127435064935064,-0.1740890688259109,0.13029315960912052,-0.09559804357492223,0.2578966926793014,MathB_12_na,MathB_02_r,-0.05919836661736021,0.09364304734361263,0.05919836661736021,0.15526612891112396,0.10845252523018806,False,図形,図形
frozenset({'MathB_12_na'}),frozenset({'MathB_09_r'}),0.203125,0.21354166666666666,0.052083333333333336,0.25641025641025644,1.200750469043152,1.0,0.008707682291666671,1.0576508620689655,0.20980392156862757,0.14285714285714288,0.054508405501783035,0.25015634771732337,MathB_12_na,MathB_09_r,0.05281370210403186,0.12764342894649983,0.05281370210403186,0.1829467521878731,0.12984417772143947,False,図形,数と計算
frozenset({'MathB_09_r'}),frozenset({'MathB_12_na'}),0.21354166666666666,0.203125,0.052083333333333336,0.24390243902439027,1.200750469043152,1.0,0.008707682291666671,1.0539314516129032,0.21258278145695372,0.14285714285714288,0.05117168818747014,0.25015634771732337,MathB_09_r,MathB_12_na,0.05281370210403186,0.12764342894649983,0.05281370210403186,0.1829467521878731,0.12984417772143947,False,数と計算,図形
frozenset({'MathB_12_na'}),frozenset({'MathA_13_r'}),0.203125,0.4791666666666667,0.11979166666666667,0.5897435897435898,1.2307692307692308,1.0,0.0224609375,1.2695312499999998,0.23529411764705882,0.21296296296296294,0.21230769230769234,0.4198717948717949,MathB_12_na,MathA_13_r,0.11175279765091088,0.00493586733794528,0.11175279765091088,0.20763936477824455,0.01590674250133253,True,図形,図形
frozenset({'MathA_13_r'}),frozenset({'MathB_12_na'}),0.4791666666666667,0.203125,0.11979166666666667,0.25,1.2307692307692308,1.0,0.0224609375,1.0625,0.36000000000000004,0.21296296296296294,0.058823529411764705,0.4198717948717949,MathA_13_r,MathB_12_na,0.11175279765091088,0.00493586733794528,0.11175279765091088,0.20763936477824455,0.01590674250133253,True,図形,図形
frozenset({'MathB_12_na'}),frozenset({'MathB_13_na'}),0.203125,0.2829861111111111,0.06770833333333333,0.3333333333333333,1.1779141104294477,1.0,0.010226779513888888,1.075520833333333,0.18954248366013074,0.16182572614107882,0.07021791767554478,0.28629856850715746,MathB_12_na,MathB_13_na,0.056430741634583656,0.10845418328817183,0.056430741634583656,0.1637451712210191,0.11740613065108728,False,図形,図形
frozenset({'MathB_13_na'}),frozenset({'MathB_12_na'}),0.2829861111111111,0.203125,0.06770833333333333,0.23926380368098157,1.1779141104294477,1.0,0.010226779513888888,1.0475050403225805,0.2106537530266344,0.16182572614107882,0.04535065559966315,0.28629856850715746,MathB_13_na,MathB_12_na,0.056430741634583656,0.10845418328817183,0.056430741634583656,0.1637451712210191,0.11740613065108728,False,図形,図形
frozenset({'MathB_12_na'}),frozenset({'MathB_06_na'}),0.203125,0.21006944444444445,0.057291666666666664,0.28205128205128205,1.3426573426573427,1.0,0.014621310763888888,1.1002604166666667,0.3202614379084967,0.16097560975609757,0.09112426035502957,0.2773892773892774,MathB_12_na,MathB_06_na,0.08921412441625536,0.02403459060149075,0.08921412441625536,0.2946507417678743,0.05071171183003949,False,図形,データ活用
frozenset({'MathB_06_na'}),frozenset({'MathB_12_na'}),0.21006944444444445,0.203125,0.057291666666666664,0.2727272727272727,1.3426573426573425,1.0,0.014621310763888888,1.095703125,0.32307692307692304,0.16097560975609757,0.08734402852049908,0.2773892773892774,MathB_06_na,MathB_12_na,0.08921412441625536,0.02403459060149075,0.08921412441625536,0.29465074176787415,0.05071171183003949,False,データ活用,図形
frozenset({'MathA_01_r'}),frozenset({'MathA_16_na'}),0.4513888888888889,0.09375,0.052083333333333336,0.11538461538461539,1.2307692307692308,1.0,0.009765625,1.0244565217391304,0.3417721518987341,0.10563380281690142,0.023872679045092847,0.3354700854700855,MathA_01_r,MathA_16_na,0.06732597686228299,0.0707862929604481,0.06732597686228299,0.20763936477824455,0.09149122326114362,False,数と計算,データ活用
frozenset({'MathA_16_na'}),frozenset({'MathA_01_r'}),0.09375,0.4513888888888889,0.052083333333333336,0.5555555555555556,1.2307692307692308,1.0,0.009765625,1.2343750000000002,0.20689655172413793,0.10563380281690142,0.189873417721519,0.3354700854700855,MathA_16_na,MathA_01_r,0.06732597686228299,0.0707862929604481,0.06732597686228299,0.20763936477824455,0.09149122326114362,False,データ活用,数と計算
frozenset({'MathB_02_r'}),frozenset({'MathA_16_na'}),0.3993055555555556,0.09375,0.050347222222222224,0.12608695652173912,1.344927536231884,1.0,0.012912326388888888,1.037002487562189,0.426948375523221,0.11372549019607843,0.035682158920539726,0.33156199677938814,MathB_02_r,MathA_16_na,0.0904514146033444,0.022284858978419052,0.0904514146033444,0.29634013519489544,0.05056948768179708,False,図形,データ活用
frozenset({'MathA_16_na'}),frozenset({'MathB_02_r'}),0.09375,0.3993055555555556,0.050347222222222224,0.5370370370370371,1.3449275362318842,1.0,0.012912326388888888,1.2975,0.2829964328180737,0.11372549019607843,0.22928709055876692,0.33156199677938814,MathA_16_na,MathB_02_r,0.0904514146033444,0.022284858978419052,0.0904514146033444,0.2963401351948956,0.05056948768179708,False,データ活用,図形
frozenset({'MathA_13_r'}),frozenset({'MathB_06_r'}),0.4791666666666667,0.2170138888888889,0.09027777777777778,0.18840579710144925,0.8681739130434781,1.0,-0.013708043981481496,0.9647507440476191,-0.22572960095294844,0.1489971346704871,-0.036537163790610276,0.30220289855072463,MathA_13_r,MathB_06_r,-0.06656746370806994,0.06703831150242419,0.06656746370806994,0.14136322374213267,0.09096514989693998,False,図形,データ活用
frozenset({'MathB_06_r'}),frozenset({'MathA_13_r'}),0.2170138888888889,0.4791666666666667,0.09027777777777778,0.416,0.8681739130434782,1.0,-0.013708043981481496,0.8918378995433788,-0.1624285714285716,0.1489971346704871,-0.1212800000000001,0.30220289855072463,MathB_06_r,MathA_13_r,-0.06656746370806994,0.06703831150242419,0.06656746370806994,0.14136322374213256,0.09096514989693998,False,データ活用,図形
frozenset({'MathB_08_r'}),frozenset({'MathB_06_r'}),0.24131944444444445,0.2170138888888889,0.06597222222222222,0.2733812949640288,1.2597410071942448,1.0,0.01360255111882716,1.0775749449944996,0.27176924003372277,0.16814159292035397,0.07199030132878177,0.2886906474820144,MathB_08_r,MathB_06_r,0.07712122822222299,0.04335734840376161,0.07712122822222299,0.23090614998928424,0.06731798831110355,False,図形,データ活用
frozenset({'MathB_06_r'}),frozenset({'MathB_08_r'}),0.2170138888888889,0.24131944444444445,0.06597222222222222,0.304,1.2597410071942445,1.0,0.01360255111882716,1.090058269476373,0.26333294433422805,0.16814159292035397,0.0826178489702517,0.2886906474820144,MathB_06_r,MathB_08_r,0.07712122822222299,0.04335734840376161,0.07712122822222299,0.23090614998928408,0.06731798831110355,False,データ活用,図形
frozenset({'MathB_06_r'}),frozenset({'MathA_10_r'}),0.2170138888888889,0.3350694444444444,0.05555555555555555,0.256,0.7640207253886011,1.0,-0.01715916763117284,0.8937238649940263,-0.28288198757763977,0.1118881118881119,-0.11891383812010439,0.2109015544041451,MathB_06_r,MathA_10_r,-0.08819010605628838,0.020978189543734677,0.08819010605628838,0.2691603627115688,0.05056948768179708,False,データ活用,量と測定
frozenset({'MathA_10_r'}),frozenset({'MathB_06_r'}),0.3350694444444444,0.2170138888888889,0.05555555555555555,0.16580310880829016,0.764020725388601,1.0,-0.01715916763117284,0.9386106797791581,-0.3171764443701599,0.1118881118881119,-0.06540445526923475,0.2109015544041451,MathA_10_r,MathB_06_r,-0.08819010605628838,0.020978189543734677,0.08819010605628838,0.26916036271156896,0.05056948768179708,False,量と測定,データ活用
frozenset({'MathB_10_r'}),frozenset({'MathB_06_r'}),0.3489583333333333,0.2170138888888889,0.09027777777777778,0.25870646766169153,1.1921194029850746,1.0,0.01454897280092593,1.0562430089485457,0.2475384615384616,0.18978102189781024,0.05324817155905613,0.33735323383084576,MathB_10_r,MathB_06_r,0.07404919793262697,0.048258508349507484,0.07404919793262697,0.17573273391594169,0.07118129981552354,False,数と計算,データ活用
frozenset({'MathB_06_r'}),frozenset({'MathB_10_r'}),0.2170138888888889,0.3489583333333333,0.09027777777777778,0.416,1.1921194029850746,1.0,0.01454897280092593,1.1147973744292237,0.20582466314173636,0.18978102189781024,0.10297599999999998,0.33735323383084576,MathB_06_r,MathB_10_r,0.07404919793262697,0.048258508349507484,0.07404919793262697,0.17573273391594169,0.07118129981552354,False,データ活用,数と計算
frozenset({'MathB_02_r'}),frozenset({'MathB_09_r'}),0.3993055555555556,0.21354166666666666,0.10243055555555555,0.25652173913043474,1.201272534464475,1.0,0.017162181712962965,1.0578094541910332,0.27892622709904974,0.20068027210884354,0.05465015836452631,0.3680982679392011,MathB_02_r,MathB_09_r,0.08550939597950868,0.026200102678653085,0.08550939597950868,0.18338144030599776,0.05152686860135107,False,図形,数と計算
frozenset({'MathB_09_r'}),frozenset({'MathB_02_r'}),0.21354166666666666,0.3993055555555556,0.10243055555555555,0.4796747967479675,1.201272534464475,1.0,0.017162181712962965,1.1544596354166667,0.21304299023459425,0.20068027210884354,0.13379388129141404,0.3680982679392011,MathB_09_r,MathB_02_r,0.08550939597950868,0.026200102678653085,0.08550939597950868,0.18338144030599776,0.05152686860135107,False,数と計算,図形
frozenset({'MathB_09_r'}),frozenset({'MathB_06_r'}),0.21354166666666666,0.2170138888888889,0.05555555555555555,0.26016260162601623,1.1988292682926827,1.0,0.009214048032407406,1.0583218864468864,0.21088576158940395,0.14814814814814814,0.05510789032502294,0.2580813008130081,MathB_09_r,MathB_06_r,0.054544442170757615,0.11876999363361314,0.054544442170757615,0.18134547082089894,0.12473517532484651,False,数と計算,データ活用
frozenset({'MathB_06_r'}),frozenset({'MathB_09_r'}),0.2170138888888889,0.21354166666666666,0.05555555555555555,0.256,1.198829268292683,1.0,0.009214048032407406,1.057067652329749,0.21182095343680707,0.14814814814814814,0.053986754966887436,0.2580813008130081,MathB_06_r,MathB_09_r,0.054544442170757615,0.11876999363361314,0.054544442170757615,0.1813454708208993,0.12473517532484651,False,データ活用,数と計算
frozenset({'MathB_09_r'}),frozenset({'MathA_10_r'}),0.21354166666666666,0.3350694444444444,0.059027777777777776,0.2764227642276423,0.824971565777834,1.0,-0.012523509837962951,0.9189489700374531,-0.21245589814388693,0.12056737588652484,-0.08819970706234473,0.2262942836682253,MathB_09_r,MathA_10_r,-0.06474277794314041,0.0728828388690466,0.06474277794314041,0.1924063589652503,0.09149122326114362,False,数と計算,量と測定
frozenset({'MathA_10_r'}),frozenset({'MathB_09_r'}),0.3350694444444444,0.21354166666666666,0.059027777777777776,0.1761658031088083,0.824971565777834,1.0,-0.012523509837962951,0.9546318134171907,-0.24189322931827423,0.12056737588652484,-0.04752427684178016,0.2262942836682253,MathA_10_r,MathB_09_r,-0.06474277794314041,0.0728828388690466,0.06474277794314041,0.1924063589652503,0.09149122326114362,False,量と測定,数と計算
frozenset({'MathA_13_r'}),frozenset({'MathB_03_r'}),0.4791666666666667,0.1440972222222222,0.057291666666666664,0.11956521739130434,0.8297537977998952,1.0,-0.011754918981481476,0.9721364883401921,-0.2826086956521738,0.10122699386503067,-0.028662139518476053,0.25857778941854376,MathA_13_r,MathB_03_r,-0.06700187137650769,0.06783841687229422,0.06700187137650769,0.18662625135137648,0.09096514989693998,False,図形,図形
frozenset({'MathB_03_r'}),frozenset({'MathA_13_r'}),0.1440972222222222,0.4791666666666667,0.057291666666666664,0.39759036144578314,0.8297537977998952,1.0,-0.011754918981481476,0.8645833333333333,-0.193366056819872,0.10122699386503067,-0.15662650602409645,0.25857778941854376,MathB_03_r,MathA_13_r,-0.06700187137650769,0.06783841687229422,0.06700187137650769,0.18662625135137648,0.09096514989693998,False,図形,図形
frozenset({'MathA_01_r'}),frozenset({'MathB_03_r'}),0.4513888888888889,0.1440972222222222,0.050347222222222224,0.11153846153846154,0.774050046339203,1.0,-0.014696662808641972,0.9633537758537759,-0.34729344729344724,0.09235668789808917,-0.038040255890154445,0.23046802594995366,MathA_01_r,MathB_03_r,-0.08409515508671567,0.02805190932314386,0.08409515508671567,0.25611874812976027,0.05172070781454649,False,数と計算,図形
frozenset({'MathB_03_r'}),frozenset({'MathA_01_r'}),0.1440972222222222,0.4513888888888889,0.050347222222222224,0.3493975903614458,0.7740500463392029,1.0,-0.014696662808641972,0.843235596707819,-0.25431596515933863,0.09235668789808917,-0.18590818972090892,0.23046802594995366,MathB_03_r,MathA_01_r,-0.08409515508671567,0.02805190932314386,0.08409515508671567,0.25611874812976043,0.05172070781454649,False,図形,数と計算
frozenset({'MathB_10_r'}),frozenset({'MathB_03_r'}),0.3489583333333333,0.1440972222222222,0.06076388888888889,0.17412935323383086,1.208415752562489,1.0,0.010479962384259266,1.0363642068273093,0.2649142857142858,0.14056224899598393,0.03508825043141294,0.29790805011089133,MathB_10_r,MathB_03_r,0.06260781139916569,0.08512412100339072,0.06260781139916569,0.18931020632963144,0.10249639059591943,False,数と計算,図形
frozenset({'MathB_03_r'}),frozenset({'MathB_10_r'}),0.1440972222222222,0.3489583333333333,0.06076388888888889,0.42168674698795183,1.2084157525624888,1.0,0.010479962384259266,1.1257595486111114,0.20150680962040002,0.14056224899598393,0.11171084337349403,0.29790805011089133,MathB_03_r,MathB_10_r,0.06260781139916569,0.08512412100339072,0.06260781139916569,0.18931020632963128,0.10249639059591943,False,図形,数と計算
frozenset({'MathA_08_r'}),frozenset({'MathB_03_r'}),0.4930555555555556,0.1440972222222222,0.057291666666666664,0.11619718309859153,0.8063804513829967,1.0,-0.013756269290123462,0.9684318282425852,-0.32140845070422547,0.09880239520958083,-0.032597205953775396,0.25689377227218735,MathA_08_r,MathB_03_r,-0.07834883337935467,0.03875647501133119,0.07834883337935467,0.21519962379543253,0.06351755626857056,False,量と測定,図形
frozenset({'MathB_03_r'}),frozenset({'MathA_08_r'}),0.1440972222222222,0.4930555555555556,0.057291666666666664,0.39759036144578314,0.8063804513829967,1.0,-0.013756269290123462,0.8415277777777779,-0.21907550520808342,0.09880239520958083,-0.18831490344941415,0.25689377227218735,MathB_03_r,MathA_08_r,-0.07834883337935467,0.03875647501133119,0.07834883337935467,0.21519962379543253,0.06351755626857056,False,図形,量と測定
frozenset({'MathA_03_r'}),frozenset({'MathB_08_r'}),0.609375,0.24131944444444445,0.125,0.20512820512820512,0.850027670171555,1.0,-0.022054036458333343,0.9544690860215054,-0.31113662456946056,0.1722488038277512,-0.04770286921316671,0.36155690831949827,MathA_03_r,MathB_08_r,-0.10564285247580323,0.00772133092134318,0.10564285247580323,0.1624863768846111,0.02277792621796238,True,数と計算,図形
frozenset({'MathB_08_r'}),frozenset({'MathA_03_r'}),0.24131944444444445,0.609375,0.125,0.5179856115107914,0.8500276701715551,1.0,-0.022054036458333343,0.8104011194029851,-0.1886748665583663,0.1722488038277512,-0.2339568345323741,0.36155690831949827,MathB_08_r,MathA_03_r,-0.10564285247580323,0.00772133092134318,0.10564285247580323,0.16248637688461096,0.02277792621796238,True,図形,数と計算
frozenset({'MathA_03_r'}),frozenset({'MathB_13_r'}),0.609375,0.18055555555555555,0.0954861111111111,0.15669515669515668,0.8678500986193294,1.0,-0.014539930555555566,0.971706081081081,-0.2804814233385664,0.13749999999999998,-0.029117774880486755,0.34277065527065526,MathA_03_r,MathB_13_r,-0.07747735980952236,0.04092706808934211,0.07747735980952236,0.14173627667887634,0.06526208154786985,False,数と計算,図形
frozenset({'MathB_13_r'}),frozenset({'MathA_03_r'}),0.18055555555555555,0.609375,0.0954861111111111,0.5288461538461539,0.8678500986193294,1.0,-0.014539930555555566,0.8290816326530612,-0.15670478170478183,0.13749999999999998,-0.20615384615384613,0.34277065527065526,MathB_13_r,MathA_03_r,-0.07747735980952236,0.04092706808934211,0.07747735980952236,0.14173627667887634,0.06526208154786985,False,図形,数と計算
frozenset({'MathB_02_r'}),frozenset({'MathB_13_r'}),0.3993055555555556,0.18055555555555555,0.08333333333333333,0.20869565217391303,1.1558528428093644,1.0,0.011236496913580238,1.0355616605616607,0.224470134874759,0.1678321678321678,0.03434045689019896,0.33511705685618726,MathB_02_r,MathB_13_r,0.059646678893182106,0.09374709808033205,0.059646678893182106,0.144838463539214,0.10845252523018806,False,図形,図形
frozenset({'MathB_13_r'}),frozenset({'MathB_02_r'}),0.18055555555555555,0.3993055555555556,0.08333333333333333,0.4615384615384615,1.1558528428093644,1.0,0.011236496913580238,1.1155753968253965,0.16454802259886994,0.1678321678321678,0.10360160071142721,0.33511705685618726,MathB_13_r,MathB_02_r,0.059646678893182106,0.09374709808033205,0.059646678893182106,0.144838463539214,0.10845252523018806,False,図形,図形
frozenset({'MathB_08_r'}),frozenset({'MathB_13_r'}),0.24131944444444445,0.18055555555555555,0.0625,0.2589928057553957,1.434421693414499,1.0,0.018928433641975308,1.1058522114347356,0.39918637172641747,0.17391304347826086,0.09572003414217779,0.30257332595462094,MathB_08_r,MathB_13_r,0.11500688912086006,0.005122510297039288,0.11500688912086006,0.3607617668799368,0.01590674250133253,True,図形,図形
frozenset({'MathB_13_r'}),frozenset({'MathB_08_r'}),0.18055555555555555,0.24131944444444445,0.0625,0.34615384615384615,1.434421693414499,1.0,0.018928433641975308,1.1603349673202614,0.3695856873822975,0.17391304347826086,0.13817989790529833,0.30257332595462094,MathB_13_r,MathB_08_r,0.11500688912086006,0.005122510297039288,0.11500688912086006,0.3607617668799368,0.01590674250133253,True,図形,図形
frozenset({'MathB_06_r'}),frozenset({'MathB_13_r'}),0.2170138888888889,0.18055555555555555,0.050347222222222224,0.232,1.284923076923077,1.0,0.011164158950617287,1.0669849537037037,0.28320207966969957,0.14500000000000002,0.06277966101694918,0.2554230769230769,MathB_06_r,MathB_13_r,0.07041092205675716,0.061877157736832104,0.07041092205675716,0.2506988542386916,0.08812547272856505,False,データ活用,図形
frozenset({'MathB_13_r'}),frozenset({'MathB_06_r'}),0.18055555555555555,0.2170138888888889,0.050347222222222224,0.27884615384615385,1.2849230769230768,1.0,0.011164158950617287,1.085740740740741,0.27060198714202227,0.14500000000000002,0.07896981067712774,0.2554230769230769,MathB_13_r,MathB_06_r,0.07041092205675716,0.061877157736832104,0.07041092205675716,0.2506988542386914,0.08812547272856505,False,図形,データ活用
frozenset({'MathA_02_r'}),frozenset({'MathB_13_r'}),0.4548611111111111,0.18055555555555555,0.06597222222222222,0.1450381679389313,0.8032883147386964,1.0,-0.01615547839506172,0.9584573412698413,-0.3099699282905388,0.11585365853658537,-0.043343252684694016,0.25521139166177337,MathA_02_r,MathB_13_r,-0.08434544833168911,0.027171732945442072,0.08434544833168911,0.21904158248019248,0.05171394334777684,False,数と計算,図形
frozenset({'MathB_13_r'}),frozenset({'MathA_02_r'}),0.18055555555555555,0.4548611111111111,0.06597222222222222,0.3653846153846154,0.8032883147386966,1.0,-0.01615547839506172,0.859006734006734,-0.23008241758241746,0.11585365853658537,-0.16413522782949527,0.25521139166177337,MathB_13_r,MathA_02_r,-0.08434544833168911,0.027171732945442072,0.08434544833168911,0.21904158248019234,0.05171394334777684,False,図形,数と計算
frozenset({'MathA_10_r'}),frozenset({'MathB_13_r'}),0.3350694444444444,0.18055555555555555,0.052083333333333336,0.15544041450777205,0.8609007572738144,1.0,-0.008415316358024685,0.9702624403544649,-0.19549082761517983,0.11235955056179775,-0.030648985685430723,0.22195097648465528,MathA_10_r,MathB_13_r,-0.04634999626633644,0.15922059488684365,0.04634999626633644,0.1497760456882114,0.15922059488684365,False,量と測定,図形
frozenset({'MathB_13_r'}),frozenset({'MathA_10_r'}),0.18055555555555555,0.3350694444444444,0.052083333333333336,0.2884615384615385,0.8609007572738144,1.0,-0.008415316358024685,0.9344969969969972,-0.16470033034450202,0.11235955056179775,-0.07009439646515356,0.22195097648465528,MathB_13_r,MathA_10_r,-0.04634999626633644,0.15922059488684365,0.04634999626633644,0.1497760456882114,0.15922059488684365,False,図形,量と測定
frozenset({'MathA_05_r'}),frozenset({'MathA_11_r'}),0.3923611111111111,0.2916666666666667,0.1371527777777778,0.34955752212389385,1.1984829329962075,1.0,0.022714120370370378,1.0890022675736961,0.27254972875226047,0.2507936507936508,0.08172826652785012,0.40989780868099457,MathA_05_r,MathA_11_r,0.10234530524659319,0.009316388703459437,0.10234530524659319,0.18105653448736803,0.02617461588114794,True,数と計算,図形
