antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,A_id,B_id,phi,p_value,abs_phi,abs_loglift,p_fdr,fdr_sig,domA,domB
frozenset({'MathB_08_r'}),frozenset({'MathB_12_r'}),0.46511627906976744,0.12038303693570451,0.06703146374829001,0.14411764705882352,1.1971590909090908,1.0,0.011039353545636753,1.0277311595940222,0.30789707187222715,0.12928759894459102,0.026982892690513207,0.35046791443850267,MathB_08_r,MathB_12_r,0.06801484871740454,0.04239889224579881,0.06801484871740454,0.17995132577199147,0.05888735034138724,False,図形,図形
frozenset({'MathB_12_r'}),frozenset({'MathB_08_r'}),0.12038303693570451,0.46511627906976744,0.06703146374829001,0.5568181818181818,1.1971590909090908,1.0,0.011039353545636753,1.2069171138938581,0.1872282349953979,0.12928759894459102,0.17144268774703547,0.35046791443850267,MathB_12_r,MathB_08_r,0.06801484871740454,0.04239889224579881,0.06801484871740454,0.17995132577199147,0.05888735034138724,False,図形,図形
frozenset({'MathB_06_r'}),frozenset({'MathB_05_r'}),0.5075239398084815,0.1121751025991792,0.07113543091655267,0.14016172506738545,1.2494905002958385,1.0,0.014203880896996597,1.0325487051276003,0.40544871794871784,0.12967581047381546,0.03152268262597652,0.38715403326540004,MathB_06_r,MathB_05_r,0.09002731464667782,0.009977483755661987,0.09002731464667782,0.2227358684595176,0.024943709389154967,True,データ活用,データ活用
frozenset({'MathB_05_r'}),frozenset({'MathB_06_r'}),0.1121751025991792,0.5075239398084815,0.07113543091655267,0.6341463414634146,1.2494905002958385,1.0,0.014203880896996597,1.3461012311901506,0.2249022164276401,0.12967581047381546,0.2571138211382114,0.38715403326540004,MathB_05_r,MathB_06_r,0.09002731464667782,0.009977483755661987,0.09002731464667782,0.2227358684595176,0.024943709389154967,True,データ活用,データ活用
frozenset({'MathB_09_r'}),frozenset({'MathB_05_r'}),0.5253077975376197,0.1121751025991792,0.07113543091655267,0.13541666666666666,1.2071900406504064,1.0,0.012208974831621318,1.0268818090419132,0.36156062957215696,0.12560386473429955,0.02617809450436568,0.38478150406504064,MathB_09_r,MathB_05_r,0.0774737054653722,0.023483460898241028,0.0774737054653722,0.18829537847922576,0.04556279199216831,True,数と計算,データ活用
frozenset({'MathB_05_r'}),frozenset({'MathB_09_r'}),0.1121751025991792,0.5253077975376197,0.07113543091655267,0.6341463414634146,1.2071900406504066,1.0,0.012208974831621318,1.2974920200638396,0.1933151594168543,0.12560386473429955,0.22928235046039225,0.38478150406504064,MathB_05_r,MathB_09_r,0.0774737054653722,0.023483460898241028,0.0774737054653722,0.18829537847922595,0.04556279199216831,True,データ活用,数と計算
frozenset({'MathB_13_r'}),frozenset({'MathB_05_r'}),0.46511627906976744,0.1121751025991792,0.06839945280437756,0.14705882352941177,1.3109756097560976,1.0,0.016224986479177937,1.0408981555733763,0.44347826086956527,0.13440860215053763,0.03929121725731896,0.3784074605451937,MathB_13_r,MathB_05_r,0.10307705114918757,0.003797413519629631,0.10307705114918757,0.2707716003034644,0.013562191141534395,True,図形,データ活用
frozenset({'MathB_05_r'}),frozenset({'MathB_13_r'}),0.1121751025991792,0.46511627906976744,0.06839945280437756,0.6097560975609756,1.3109756097560976,1.0,0.016224986479177937,1.370639534883721,0.2671802773497689,0.13440860215053763,0.27041357370095437,0.3784074605451937,MathB_05_r,MathB_13_r,0.10307705114918757,0.003797413519629631,0.10307705114918757,0.2707716003034644,0.013562191141534395,True,データ活用,図形
frozenset({'MathB_12_na'}),frozenset({'MathB_03_r'}),0.22982216142270862,0.2585499316005472,0.06976744186046512,0.30357142857142855,1.1741307634164777,1.0,0.010346937744333894,1.064646252060753,0.19256086093407182,0.16666666666666669,0.060720875065893506,0.2867063492063492,MathB_12_na,MathB_03_r,0.05617035986855923,0.0792032380140981,0.05617035986855923,0.16052809801120296,0.08609047610228054,False,図形,図形
frozenset({'MathB_03_r'}),frozenset({'MathB_12_na'}),0.2585499316005472,0.22982216142270862,0.06976744186046512,0.2698412698412699,1.174130763416478,1.0,0.010346937744333894,1.054808778921073,0.20002170609941405,0.16666666666666669,0.051960867236178127,0.2867063492063492,MathB_03_r,MathB_12_na,0.05617035986855923,0.0792032380140981,0.05617035986855923,0.16052809801120316,0.08609047610228054,False,図形,図形
frozenset({'MathB_12_na'}),frozenset({'MathB_08_na'}),0.22982216142270862,0.2106703146374829,0.058823529411764705,0.25595238095238093,1.214942795299938,1.0,0.010406822354176296,1.060859097127223,0.22970795984964268,0.15412186379928317,0.05736774779235782,0.2675865800865801,MathB_12_na,MathB_08_na,0.06065907589300148,0.06438540962067145,0.06065907589300148,0.1946969936264528,0.07316523820530846,False,図形,図形
frozenset({'MathB_08_na'}),frozenset({'MathB_12_na'}),0.2106703146374829,0.22982216142270862,0.058823529411764705,0.2792207792207792,1.214942795299938,1.0,0.010406822354176296,1.0685350192874132,0.22413445649107247,0.15412186379928317,0.06413923554243268,0.2675865800865801,MathB_08_na,MathB_12_na,0.06065907589300148,0.06438540962067145,0.06065907589300148,0.1946969936264528,0.07316523820530846,False,図形,図形
frozenset({'MathB_08_na'}),frozenset({'MathA_11_r'}),0.2106703146374829,0.45690834473324216,0.08344733242134063,0.3961038961038961,0.8669220001555331,1.0,-0.012809692324102992,0.8993130635600075,-0.16281337709909133,0.14285714285714285,-0.11195982858451373,0.28936931332140914,MathB_08_na,MathA_11_r,-0.06306039673030826,0.052907994042126774,0.06306039673030826,0.1428062714672398,0.06961578163437733,False,図形,図形
frozenset({'MathA_11_r'}),frozenset({'MathB_08_na'}),0.45690834473324216,0.2106703146374829,0.08344733242134063,0.18263473053892215,0.8669220001555331,1.0,-0.012809692324102992,0.9657000546193434,-0.2203657201725581,0.14285714285714285,-0.03551821832937245,0.28936931332140914,MathA_11_r,MathB_08_na,-0.06306039673030826,0.052907994042126774,0.06306039673030826,0.1428062714672398,0.06961578163437733,False,図形,図形
frozenset({'MathB_08_na'}),frozenset({'MathB_13_r'}),0.2106703146374829,0.46511627906976744,0.11354309165526676,0.538961038961039,1.1587662337662339,1.0,0.015556898800623553,1.160170324271209,0.17358167505376798,0.20194647201946472,0.13805759457933373,0.39153934300993126,MathB_08_na,MathB_13_r,0.07648595194430273,0.02410855740714158,0.07648595194430273,0.1473558475225403,0.04556279199216831,True,図形,図形
frozenset({'MathB_13_r'}),frozenset({'MathB_08_na'}),0.46511627906976744,0.2106703146374829,0.11354309165526676,0.24411764705882352,1.1587662337662337,1.0,0.015556898800623553,1.044249389195548,0.2561550550026192,0.20194647201946472,0.042374350086655105,0.39153934300993126,MathB_13_r,MathB_08_na,0.07648595194430273,0.02410855740714158,0.07648595194430273,0.1473558475225401,0.04556279199216831,True,図形,図形
frozenset({'MathB_12_na'}),frozenset({'MathB_03_na'}),0.22982216142270862,0.16826265389876882,0.09028727770177838,0.39285714285714285,2.3347851335656213,1.0,0.05161679089604219,1.3699203347549689,0.7422896818989182,0.2933333333333333,0.27003054511278196,0.4647212543554007,MathB_12_na,MathB_03_na,0.3279537267911615,1.6350979050643241e-16,0.3279537267911615,0.8479198670005276,1.3625815875536035e-15,True,図形,図形
frozenset({'MathB_03_na'}),frozenset({'MathB_12_na'}),0.16826265389876882,0.22982216142270862,0.09028727770177838,0.5365853658536585,2.334785133565621,1.0,0.05161679089604219,1.6619627042983653,0.6873504784688995,0.2933333333333333,0.3983017805311267,0.4647212543554007,MathB_03_na,MathB_12_na,0.3279537267911615,1.6350979050643241e-16,0.3279537267911615,0.8479198670005275,1.3625815875536035e-15,True,図形,図形
frozenset({'MathB_03_na'}),frozenset({'MathB_13_r'}),0.16826265389876882,0.46511627906976744,0.09165526675786594,0.5447154471544715,1.1711382113821138,1.0,0.013393567270066478,1.1748338870431894,0.17569226237234864,0.1691919191919192,0.14881583598444673,0.3708871353419416,MathB_03_na,MathB_13_r,0.07177923651854487,0.03288324791421819,0.07177923651854487,0.15797610615812,0.05480541319036365,False,図形,図形
frozenset({'MathB_13_r'}),frozenset({'MathB_03_na'}),0.46511627906976744,0.16826265389876882,0.09165526675786594,0.19705882352941176,1.1711382113821136,1.0,0.013393567270066478,1.0358633614447568,0.27319922128487967,0.1691919191919192,0.03462171052631577,0.3708871353419416,MathB_13_r,MathB_03_na,0.07177923651854487,0.03288324791421819,0.07177923651854487,0.1579761061581198,0.05480541319036365,False,図形,図形
frozenset({'MathB_06_r'}),frozenset({'MathB_03_na'}),0.5075239398084815,0.16826265389876882,0.07387140902872777,0.14555256064690025,0.8650318848201958,1.0,-0.011525916000606345,0.9734213104213147,-0.2405953357553032,0.12272727272727273,-0.027304404880124873,0.2922884754454013,MathB_06_r,MathB_03_na,-0.061626521331010875,0.05845094235565471,0.061626521331010875,0.1449889116657999,0.07050178251718513,False,データ活用,図形
frozenset({'MathB_03_na'}),frozenset({'MathB_06_r'}),0.16826265389876882,0.5075239398084815,0.07387140902872777,0.4390243902439024,0.8650318848201958,1.0,-0.011525916000606345,0.8778921072979241,-0.15795952912210529,0.12272727272727273,-0.13909214092140934,0.2922884754454013,MathB_03_na,MathB_06_r,-0.061626521331010875,0.05845094235565471,0.061626521331010875,0.1449889116657999,0.07050178251718513,False,図形,データ活用
frozenset({'MathB_12_na'}),frozenset({'MathB_11_na'}),0.22982216142270862,0.16142270861833105,0.106703146374829,0.4642857142857143,2.8762106537530268,1.0,0.06960463057745606,1.565344277245782,0.8469736302773602,0.375,0.3611628990911209,0.5626513317191284,MathB_12_na,MathB_11_na,0.44966885403054374,5.985499101017874e-29,0.44966885403054374,1.0564736825704466,1.4963747752544686e-27,True,図形,数と計算
frozenset({'MathB_11_na'}),frozenset({'MathB_12_na'}),0.16142270861833105,0.22982216142270862,0.106703146374829,0.6610169491525424,2.8762106537530268,1.0,0.06960463057745606,2.2720246238030097,0.7778893211193374,0.375,0.5598639250985941,0.5626513317191284,MathB_11_na,MathB_12_na,0.44966885403054374,5.985499101017874e-29,0.44966885403054374,1.0564736825704466,1.4963747752544686e-27,True,数と計算,図形
frozenset({'MathB_11_na'}),frozenset({'MathB_04_r'}),0.16142270861833105,0.667578659370725,0.09028727770177838,0.559322033898305,0.8378368991386496,1.0,-0.017475077709638243,0.7543407345048931,-0.1875251024178649,0.12222222222222222,-0.32566087744995476,0.34728396776882464,MathB_11_na,MathB_04_r,-0.10082531346095597,0.004911778943177753,0.10082531346095597,0.17693182854260797,0.015349309197430478,True,数と計算,量と測定
frozenset({'MathB_04_r'}),frozenset({'MathB_11_na'}),0.667578659370725,0.16142270861833105,0.09028727770177838,0.13524590163934427,0.8378368991386497,1.0,-0.017475077709638243,0.9697291900337782,-0.367985498108449,0.12222222222222222,-0.031215735565480154,0.34728396776882464,MathB_04_r,MathB_11_na,-0.10082531346095597,0.004911778943177753,0.10082531346095597,0.17693182854260783,0.015349309197430478,True,量と測定,数と計算
frozenset({'MathB_11_na'}),frozenset({'MathB_03_na'}),0.16142270861833105,0.16826265389876882,0.08344733242134063,0.5169491525423728,3.072275044784346,1.0,0.05628591906969258,1.7218422252621977,0.8043484074559409,0.3388888888888888,0.41922669491525416,0.5064420559459831,MathB_11_na,MathB_03_na,0.4089393756081685,7.845876328090065e-23,0.4089393756081685,1.1224183440850075,9.807345410112581e-22,True,数と計算,図形
frozenset({'MathB_03_na'}),frozenset({'MathB_11_na'}),0.16826265389876882,0.16142270861833105,0.08344733242134063,0.4959349593495935,3.072275044784346,1.0,0.05628591906969258,1.6636291425797622,0.8109631147540983,0.3388888888888888,0.39890449475457235,0.5064420559459831,MathB_03_na,MathB_11_na,0.4089393756081685,7.845876328090065e-23,0.4089393756081685,1.1224183440850075,9.807345410112581e-22,True,図形,数と計算
frozenset({'MathB_08_na'}),frozenset({'MathB_13_na'}),0.2106703146374829,0.16279069767441862,0.05198358413132695,0.24675324675324675,1.5157699443413728,1.0,0.017688416632201824,1.1114675220529269,0.43108638146492745,0.16170212765957445,0.10028860028860029,0.28304048892284184,MathB_08_na,MathB_13_na,0.11749685826025474,0.0015923813736752038,0.11749685826025474,0.4159235239510057,0.006634922390313349,True,図形,図形
frozenset({'MathB_13_na'}),frozenset({'MathB_08_na'}),0.16279069767441862,0.2106703146374829,0.05198358413132695,0.31932773109243695,1.5157699443413728,1.0,0.017688416632201824,1.1596325007177721,0.4064327485380117,0.16170212765957445,0.13765783609804405,0.28304048892284184,MathB_13_na,MathB_08_na,0.11749685826025474,0.0015923813736752038,0.11749685826025474,0.4159235239510057,0.006634922390313349,True,図形,図形
frozenset({'MathB_12_na'}),frozenset({'MathB_07_na'}),0.22982216142270862,0.08071135430916553,0.05471956224350205,0.23809523809523808,2.949959644874899,1.0,0.03617030434481558,1.2065663474692203,0.8582593250444048,0.21390374331550802,0.1712018140589569,0.4580306698950767,MathB_12_na,MathB_07_na,0.3156221226812892,1.6256259206617088e-14,0.3156221226812892,1.0817914905547363,1.016016200413568e-13,True,図形,数と計算
frozenset({'MathB_07_na'}),frozenset({'MathB_12_na'}),0.08071135430916553,0.22982216142270862,0.05471956224350205,0.6779661016949152,2.949959644874899,1.0,0.03617030434481558,2.3916048671610626,0.7190476190476189,0.21390374331550802,0.5818707288436643,0.4580306698950767,MathB_07_na,MathB_12_na,0.3156221226812892,1.6256259206617088e-14,0.3156221226812892,1.0817914905547363,1.016016200413568e-13,True,数と計算,図形
