u,v,beta,ci_low,ci_high,boot_ok,sig,scale_sy_over_sx,delta_p,delta_p_lo,delta_p_hi,dom_u,dom_v
MathA_01,MathB_03,0.137218,0.136354,0.138037,600,True,0.939980,0.128982,0.128170,0.129752,数と計算,図形
MathA_05,MathA_01,0.116161,0.115301,0.117018,600,True,0.982421,0.114119,0.113274,0.114961,数と計算,数と計算
MathA_06,MathA_07,0.105302,0.104465,0.106089,600,True,0.965467,0.101666,0.100858,0.102426,数と計算,数と計算
MathA_10,MathA_09,0.195356,0.194535,0.196117,600,True,0.792627,0.154844,0.154194,0.155447,量と測定,量と測定
